smiles,group,FDAMDD
O=C(OC1C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C1OC(=O)c1cccnc1)c1cccnc1,training,0
CNC(=O)c1c(I)c(NC(=O)CCCCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NC)c2I)c(I)c(C(=O)O)c1I,training,0
O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,training,0
CN(C(=O)CC(=O)N(C)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I,training,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,training,1
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,training,0
OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,training,0
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,training,1
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,training,1
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,training,1
O=NN(CCCl)C(=O)NC1CCCCC1,training,0
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,training,1
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,training,0
Cc1cccc(Nc2ccccc2C(=O)O)c1C,training,0
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,training,0
CCC1(c2ccccc2)NC(=O)N(C)C1=O,training,0
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,training,0
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,training,1
Cn1cc[nH]c1=S,training,1
Cc1cc(=O)[nH]c(=S)[nH]1,training,0
CN1CCN2c3ncccc3Cc3ccccc3C2C1,training,1
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,training,1
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,training,0
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,training,0
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,training,0
O=C(OC[C@H]1O[C@](O)(COC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@@H]1OC(=O)c1cccnc1)c1cccnc1,training,0
CNCCC=C1c2ccccc2CCc2ccccc21,training,1
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,training,0
C[C@@H]1CN2CC(=O)Nc3ccc(Cl)cc3[C@]2(c2ccccc2)O1,training,1
CCN(CC)CCc1nc(-c2ccccc2)no1,training,0
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,training,0
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,training,1
CCN(CC)CCC1(c2ccccc2)CCC(=O)NC1=O,training,1
CN(C)CCC(c1ccccc1)c1ccccn1,training,1
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,training,1
NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,training,1
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,training,1
CCC[N+]12[C@@H]3C[C@]45c6ccccc6N(C)[C@H]4[C@H]1C[C@H](C3[C@@H]5O)[C@H](CC)[C@H]2O,training,1
CCCN[C@H]1CCc2nc(N)sc2C1,training,1
CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,training,0
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,training,0
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,training,1
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,training,1
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,training,1
O=C(Oc1ccccc1C(=O)O)c1ccccc1O,training,0
O=C(O)c1cc(O)c2c(c1)[C@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,training,0
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](OC3OC(CN)=CCC3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,training,1
OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,training,0
CN[C@H]1[C@@H](O)[C@@H](NC)[C@H](O)[C@H]2O[C@@H]3O[C@H](C)CC(=O)[C@]3(O)O[C@H]12,training,0
O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1,training,0
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,training,0
O=C(O)CCC(=O)O,training,0
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,training,1
CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,training,0
O=C([O-])c1[nH]n(-c2ccc(S(=O)(=O)[O-])cc2)c(=O)c1N=Nc1ccc(S(=O)(=O)[O-])cc1,training,0
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,training,1
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,training,0
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CCC(=O)O2,training,0
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,training,0
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,training,0
Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,training,0
Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,training,1
C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C,training,1
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,training,0
CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1N(C)C,training,0
COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1,training,1
Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,training,0
N[C@@H]1C[C@H]1c1ccccc1,training,1
COc1cc(C[C@@H]2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,training,1
CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,training,1
O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,training,1
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,training,1
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,training,0
CC(=O)OC1C([N+]2(C)CCCCC2)C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)C(N5CCCCC5)C[C@]4(C)[C@H]3CC[C@]12C,training,1
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,training,0
Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,training,0
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,training,0
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,training,0
Nc1ncnc2nc[nH]c12,training,0
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,training,1
C=CCN1C(=O)C(CC(C)C)NC1=S,training,0
CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@@H]1C,training,1
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,training,1
Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,training,1
Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,training,1
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,training,0
Nc1cc(-c2ccncc2)c[nH]c1=O,training,1
CN[C@@H]1[C@@H](OC)[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@@H]1O,training,0
CN1CCCC(=C(c2cccs2)c2cccs2)C1,training,0
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,training,1
C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,training,0
CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,training,0
CN(C)CCCOC1(Cc2ccccc2)CCCCCC1,training,0
COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@@H]2CCCN(Cc3ccccc3)C2)[C@@H]1c1cccc([N+](=O)[O-])c1,training,1
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,training,0
CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,training,0
NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCc1ccccc1)=NS2(=O)=O,training,1
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,training,1
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,training,1
C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,training,1
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,training,0
CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,training,1
CCCCN(CCCC)CCNc1nc(-c2ccccc2)no1,training,0
CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,training,1
Cn1c(=O)c2c(ncn2C)n(C)c1=O,training,0
CCC(C)C(CC)C(=O)NC(N)=O,training,0
C[N+](C)(C)CCOC(N)=O,training,1
CCOC(=O)n1ccn(C)c1=S,training,1
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,training,1
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1,training,0
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,training,0
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,training,0
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,training,0
CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,training,0
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(=O)C(C)(C)OC)=C(COC(N)=O)CS[C@H]12)c1ccco1,training,0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,training,0
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,training,1
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,training,0
O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,training,1
Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,training,0
CN=C(NC#N)NCCSCc1nc[nH]c1C,training,0
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,training,1
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,training,1
O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1,training,1
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,training,0
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,training,0
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,training,0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,training,1
CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,training,0
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,training,0
CC(=O)N(C)C,training,1
CCN(CC)C(=S)SSC(=S)N(CC)CC,training,0
OCCN(CCO)c1nc(-c2ccccc2)c(-c2ccccc2)o1,training,0
CCN1/C(=C/C=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccccc21,training,1
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,training,1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,training,1
CC[C@@H](CO)NCCN[C@@H](CC)CO,training,0
CCCCCCCC/C=C\CCCCCCCC(=O)O,training,0
CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC,training,0
C#CC(O)(/C=C\Cl)CC,training,0
CCOC(=O)C1(c2ccccc2)CCCN(C)CC1,training,0
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,training,1
Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O,training,0
Cc1c(-c2ccccc2)n(/N=N/n2c(-c3ccccc3)c(C)[n+]3ccccc23)c2cccc[n+]12,training,1
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,training,1
O=C(O)CCC(=O)c1ccc2c(c1)-c1cccc3cccc-2c13,training,0
C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,training,1
NCC1(CC(=O)O)CCCCC1,training,0
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,training,0
CCC1(c2ccccc2)CCC(=O)NC1=O,training,0
OCC(O)CO,training,0
Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,training,1
CN1[C@H]2CCC[C@@H]1CC(NC(=O)c1nn(C)c3ccccc13)C2,training,1
NC(N)=NCCN1CCCCCCC1,training,1
N=C(N)N,training,0
C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,training,1
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,training,1
CC1(C)C(/C=C\C=C/C=C\C=C2\N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,training,1
CNC(C)CCC=C(C)C,training,0
O=[N+]([O-])O[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12,training,1
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,training,1
CC(O)C(=O)O,training,0
Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,training,0
c1ccc([C@H]2CN3CCSC3=N2)cc1,training,1
OC[C@@H](O)CN1CCN(c2ccccc2)CC1,training,0
N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,training,1
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,training,1
N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,training,0
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,training,1
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,training,0
NCCCC[C@H](N)C(=O)O,training,0
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,training,1
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,training,0
c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,training,1
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,training,0
CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,training,1
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,training,1
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,training,0
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,training,1
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,training,1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,training,1
CN1Cc2c(N)cccc2C(c2ccccc2)C1,training,0
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,training,1
C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,training,1
CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,training,1
CC1OC(C)OC(C)O1,training,0
NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,training,0
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,training,0
CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,training,1
OC[C@H]1O[C@@H](n2cnc3c2NC=NC[C@H]3O)C[C@@H]1O,training,1
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,training,0
O=C1c2ccccc2C(=O)C1c1ccccc1,training,0
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,training,1
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,training,1
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,training,0
CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,training,1
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c2ccccc2)C(=O)C1=O,training,0
O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,training,1
CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,training,0
C[n+]1ccccc1/C=N/O,training,0
CC(C)NCC(O)COc1cccc2ccccc12,training,0
Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1,training,0
CCNNC(=O)[C@@H]1[C@H](c2cc(OC)c(OC)c(OC)c2)c2cc3c(cc2[C@H](O)[C@H]1CO)OCO3,training,1
NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,training,1
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,training,1
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,training,0
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,training,0
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,training,1
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,training,0
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,training,1
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,training,1
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,training,1
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,training,0
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@H]1O,training,0
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,training,0
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,training,0
CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@H](C(=O)OC)[C@H]2OC)cc1OC,training,1
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,training,1
c1ccc(CC2=NCCN2)cc1,training,0
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,training,0
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,training,1
C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,training,0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,training,0
Cc1ccc(/C(=C/CN2CCCC2)c2ccccn2)cc1,training,1
NC(CO)(CO)CO,training,0
COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c([O-])c4Oc4ccc(cc4)C[C@@H]3[N+](C)CC2)CC[N+]1(C)C,training,1
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,training,0
CCCC(CCC)C(=O)O,training,0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,training,1
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,training,1
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,training,1
CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1,training,0
CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,training,1
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,training,0
CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1,training,1
O[C@H](CNCCCl)[C@@H](O)[C@H](O)[C@H](O)CNCCCl,training,1
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,training,1
CN1CCN2c3ccccc3Cc3ccccc3C2C1,training,1
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,training,0
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,training,0
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,training,1
COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,training,0
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,training,0
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H](N3CC[N+](C)(C)CC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CC[N+](C)(C)CC1,training,1
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,training,1
C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,training,1
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,training,0
OCC(Br)(Br)Br,training,0
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,training,0
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,training,1
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,training,0
O=c1c(CO)c/c(=N/Nc2ccc(S(=O)(=O)[O-])c3ccccc23)c(=O)/c1=N\Nc1ccc(S(=O)(=O)[O-])c2ccccc12,training,1
COC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,training,0
NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)C(c4ccccc4)S(=O)(=O)O)[C@H]3SC2)cc1,training,0
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,training,0
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,training,0
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,training,0
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,training,1
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,training,0
Cc1cc(=O)n(-c2ccccc2)n1C,training,0
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,training,0
O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,training,0
O=P(O)(O)OC(CO)CO,training,0
