smiles,group,CYP2D6-sub
CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,training,0
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,training,0
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2ccnc(-c3nn[nH]n3)c2)nc1OCCO,training,0
c1ccc2[nH]c(-c3cscn3)nc2c1,training,0
S=P(N1CC1)(N1CC1)N1CC1,training,0
CN1CCN(CC/C=C2\c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,training,0
O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,training,0
Clc1ccc([C@@H](Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,training,0
CCC[C@@]1(CCc2ccccc2)CC(=O)C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)=C(O)O1,training,0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,training,0
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,training,0
CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,training,0
CN(C)CCOc1ccc(/C(=C(\CCCl)c2ccccc2)c2ccccc2)cc1,training,0
Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,training,0
N[C@@H]1C[C@H]1c1ccccc1,training,0
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,training,0
ClC=C(Cl)Cl,training,0
CN1C(=O)OC(C)(C)C1=O,training,0
COc1ccc(CN2CCNCC2)c(OC)c1OC,training,0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,training,0
Cc1ccc(/C(=C/CN2CCCC2)c2ccccn2)cc1,training,0
O=P1(N(CCCl)CCCl)OCCCN1CCCl,training,0
CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,training,0
O=C(OC1C[C-]2CC[C-](C1)[N+2]21(Cl)[C-2]CC[C-2]1)C(O)(c1ccccc1)c1ccccc1,training,0
CCCC(CCC)C(=O)O,training,0
CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,training,0
COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,training,0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,training,0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,training,0
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,training,0
CCN(C(C)=O)c1cccc(C2=[N+]3[N-]CC(C#N)=C3NC=C2)c1,training,0
C[C@@H](C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,training,0
CN1[C@H]2CC[C@@H]1CC(NC(=O)c1cc(Cl)cc3c1OC(C)(C)C3)C2,training,0
Cc1cn([C@H]2C[C@H](N=[N+][N-])[C@@H](CO)O2)c(=O)[nH]c1=O,training,0
C[C@@H](c1cc2ccccc2s1)N(O)C(N)=O,training,0
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,training,0
NS(=O)(=O)Cc1noc2ccccc12,training,0
Nc1nc2cc(Cl)ccc2o1,training,0
COc1cc(Br)c2oc(C3CCNCC3)cc2c1,training,1
O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,training,1
CCc1cccc2cc([C@H](O)CNC(C)(C)C)oc12,training,1
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,training,1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,training,1
NC1=NC[C@@H]2c3ccccc3Cc3ccccc3N12,training,1
COc1ccc(C(C)C)cc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,training,1
CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,training,1
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,training,1
CN[C@@]1(c2ccccc2Cl)CCCCC1=O,training,1
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,training,1
C1CCC(C(C[C@H]2CCCCN2)C2CCCCC2)CC1,training,1
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,training,1
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,training,1
CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,training,1
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,training,1
c1cnc(N2CCNCC2)nc1,training,1
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,training,1
CC1=CC[C@@H]2[C@H](C1)C2(C)C,training,1
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,training,1
CC[C@@H]1C[C@H]2C[C@@H]3c4[nH]c5ccc(OC)cc5c4CCN(C2)[C@@H]31,training,1
CCCN1CCC[C@@H](c2cccc(S(C)(=O)=O)c2)C1,training,1
CCN(CC)C(=O)SC,training,1
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,training,1
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,training,1
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,training,1
CN(C)CCC[C@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,training,1
COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,training,1
O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,training,1
O[C@@](CCN1CCCCC1)(c1ccccc1)[C@@H]1C[C@@H]2C=C[C@H]1C2,training,0
CC(C)c1nc(COC(N)=O)n(Cc2ccncc2)c1Sc1cc(Cl)cc(Cl)c1,training,0
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@@H]1C[C@H]3O,training,0
CN1C(=O)CC[C@H]1c1cccnc1,training,0
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,training,0
CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1,training,0
C[C@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,training,0
CC[C@]1(C)CC(=O)NC1=O,training,0
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,training,0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@](C)(F)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,training,0
CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,training,0
O=P1(NCCCl)OCCCN1CCCl,training,0
FC(F)O[C@@H](Cl)C(F)(F)F,training,0
CC[C@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,training,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1,training,0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN[C@H](C)C3)c(F)c21,training,0
CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,training,0
C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,training,0
C[C@@H]1CO[C@]2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,training,0
O=C(N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,training,0
CC(C)NC[C@@H]1CCc2cc(CO)c([N+](=O)[O-])cc2N1,training,0
CCC[C@@H](C)C1(CC)C(=O)NC(=O)NC1=O,training,0
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,training,0
CCCN[C@H]1CCc2nc(N)sc2C1,training,0
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,training,0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccc(OC)cc12,training,0
O=C(N[C@H](Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,training,0
CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@@H]21,training,0
O=C(O)c1cc(/N=N\c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,training,0
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,training,0
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,training,0
Cn1nnc2ccc([C@H](c3ccc(Cl)cc3)n3cncn3)cc21,training,0
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,training,0
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,training,1
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,training,1
ClC(Cl)Cl,training,1
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,training,1
CNCCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,training,1
CCC(C)(C)NC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,training,1
CC(C)n1c(/C=C\[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,training,1
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@H]1c1cccc([N+](=O)[O-])c1,training,1
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,training,1
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,training,1
COc1ccc(N2CCNCC2)cc1,training,1
CO[C@]12C[C@@H](CO)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,training,1
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,training,1
COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,training,1
CCn1nnc(C2=CCCN(C)C2)n1,training,1
O=C(OC1C[C@@H]2CC3C[C@H](C1)N2C[C@H]3O)c1c[nH]c2ccccc12,training,1
NS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C(=O)OC23CCCC3)cc1,training,1
COc1ccc2c(c1)c(CC(=O)NC[C@@H](O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,training,1
CCCN(CCC)N=O,training,1
CCN(C)N=O,training,1
OCCCOc1cccc(CN2CCCCC2)c1,training,1
CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,training,1
COc1ccc(CCNCCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,training,1
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,training,1
C1CNCCN1,training,1
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,training,1
CC(C)COC[C@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1,training,1
COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,training,1
O[C@@H](CNC[C@@H](O)[C@@H]1CCc2cc(F)ccc2O1)[C@H]1CCc2cc(F)ccc2O1,training,1
CC(C)c1nc(CN(C)C(=O)N[C@@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,training,1
CC(C)C[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,training,1
C[C@H]1CCN(C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)c2ccc3c(c2)C[C@@H](C)CN3)[C@@H](C(=O)O)C1,training,0
C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1,training,0
CC(C)COC[C@@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1,training,0
O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,training,0
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,training,0
CC(C)N(CC[C@@](C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,training,0
NC(N)=Nc1nc(CSCC/N=C/NS(=O)(=O)c2ccc(Br)cc2)cs1,training,0
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,training,0
Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@H]3C2)cc1,training,0
CN1CCCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,training,0
NNC(=O)c1ccncc1,training,0
O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],training,0
COC1=CC(=O)O[C@H]1[C@H](O)c1ccccc1Cl,training,0
CCCCN(CCCC)C[C@@H](O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C\c1ccc(Cl)cc1,training,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)[C@H]1c1cccc([N+](=O)[O-])c1,training,0
CN(C)CC(Oc1ccccc1)Oc1ccccc1,training,0
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,training,0
CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN,training,0
O=[N+]([O-])c1cncn1CCN1CCOCC1,training,0
Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,training,0
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,training,0
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,training,0
CCCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](O)CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)OC(=O)CC,training,0
CCCN(CCC)CCc1cccc2c1CC(=O)N2,training,0
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1CC[C@@H](O)C[C@@H](O)CC(=O)O,training,0
FCOC(C(F)(F)F)C(F)(F)F,training,0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,training,0
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,training,0
Nc1c2c(nc3ccccc13)CCCC2,training,0
CC(C)(C)c1cc(C[C@H]2SCNC2=O)cc(C(C)(C)C)c1O,training,0
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,training,0
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,training,0
O=C1CC[C@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,training,0
O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,training,0
CCN(CC)c1cc(C)nc2ncnn12,training,0
CN(C)CCN(Cc1ccccc1)c1ccccn1,training,0
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,training,0
CN/C(=N\C#N)NCCSCc1nc[nH]c1C,test,0
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,test,0
Cc1ncc([N+](=O)[O-])n1CCO,test,0
C[C@H](N)Cc1ccccc1,test,1
Cc1ccc(Cl)c(OC[C@@H](O)CNC(C)(C)C)c1,test,1
COCCc1ccc(OC[C@@H](O)CNC(C)C)cc1,test,1
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,test,1
NC(N)=N/C(N)=N/CCc1ccccc1,test,1
CC(C)c1cccc(C(C)C)c1O,test,1
C#CCN(C)[C@@H](C)Cc1ccccc1,test,1
CN[C@@H](C)Cc1ccccc1OC,test,1
CN[C@H](C)Cc1ccc(OC)cc1,test,1
C[C@@H](Cc1ccccc1)NCCC#N,test,1
COc1ccc(OC(F)(F)F)cc1CN,test,1
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,test,1
CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,test,1
C[C@@H](N)Cc1ccccc1,test,1
C#CCN(C)[C@H](C)Cc1ccccc1,test,1
CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)c1,test,0
Nc1ccccc1,test,0
O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,test,0
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,test,0
Cc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,test,0
CCN(CC)C(=O)/C(C#N)=C\c1cc(O)c(O)c([N+](=O)[O-])c1,test,0
CNC[C@H](O)c1ccc(O)c(O)c1,test,0
CCc1ccccc1,test,0
N=C(N)N/N=C\c1c(Cl)cccc1Cl,test,0
CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,test,0
CCCCCCCN(CC)CCC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,test,0
C=CCOc1ccccc1OC[C@@H](O)CNC(C)C,test,0
C#CCN(C)Cc1ccccc1,test,0
Oc1ccccc1,test,0
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,test,0
O=C(O)c1ccccc1O,test,0
Cc1cccc(C)c1NC(=O)[C@H](C)N,test,0
Cc1ccccc1,test,0
CNC(=O)Oc1cc(C)c(SC)c(C)c1,test,1
COc1cccc(C[C@@H](C)N)c1,test,1
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,test,1
COCCc1ccc(OC[C@H](O)CNC(C)C)cc1,test,1
CCCCCN(CCCOC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,test,0
COCCCC/C(=N/OCCN)c1ccc(C(F)(F)F)cc1,test,1
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,test,1
COc1ccccc1C[C@@H](C)N,test,1
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,test,1
c1ccccc1,test,0
C[C@H](N)C(=O)c1ccccc1,test,0
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,test,0
CC(C)NC[C@H](O)COc1cccc2[nH]ccc12,test,1
COc1ccc2[nH]cc(CCN(C)C)c2c1,test,1
COc1ccc2[nH]cc(CCN(C(C)C)C(C)C)c2c1,test,1
CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12,test,1
CC(C)(C)[C@@H](O)/C=C\c1ccc2c(c1)OCO2,test,0
CNC(=O)Oc1cccc2ccccc12,test,1
CC(C)NC[C@H](O)COc1cccc2ccccc12,test,1
COc1ccc2cc(CCC(C)=O)ccc2c1,test,1
CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,test,0
C[C@@H](O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,test,0
Cn1cnc2c1c(=O)[nH]c(=O)n2C,test,0
CCOc1ccc2cc(C#N)c(=O)oc2c1,test,1
CCOc1ccc2ccc(=O)oc2c1,test,1
CCNCc1cc(=O)oc2cc(OC)ccc12,test,1
CNCc1cc(=O)oc2cc(OC)ccc12,test,1
O=c1ccc2ccccc2o1,test,0
COc1ccc2c(CN)cc(=O)oc2c1,test,1
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,test,0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl,test,0
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C\C(=O)OC(C)(C)C,test,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)[C@H]1c1ccccc1[N+](=O)[O-],test,0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc([N+](=O)[O-])c1,test,0
Cc1ccc(O)c([C@@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,test,1
Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,test,1
COc1ccc([C@@H](c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1,test,1
CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1,test,1
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,test,1
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,test,1
CN(C)CCCN1c2ccccc2Sc2ccccc21,test,1
CN(C)CCCCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,test,1
C[C@H](CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21,test,1
C[C@@H](CN1c2ccccc2Sc2ccccc21)N(C)C,test,1
C[C@H](CN1c2ccccc2Sc2ccccc21)N(C)C,test,1
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,test,1
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,test,0
O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,test,0
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,test,0
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,test,0
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,test,0
CN1C(=O)[C@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21,test,0
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,test,1
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,test,1
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,test,0
CN(C)/N=N\c1[nH]cnc1C(N)=O,val,0
Cn1ccnc1S,val,0
CC(=O)Nc1ccc(O)cc1,val,1
Cc1cc(N(C)C)ccc1C[C@H](C)N,val,1
CC(C)NC[C@H](O)COc1ccc(COCCOC(C)C)cc1,val,1
CC(C)(C)NC[C@H](O)COc1ccccc1C#N,val,1
CCN[C@H](C)Cc1cccc(C(F)(F)F)c1,val,1
CN[C@@H](C)Cc1ccccc1,val,1
Cc1cccc(C)c1OC[C@@H](C)N,val,1
CCOc1ccc(NC(C)=O)cc1,val,1
CCN(CC)CCNC(=O)c1ccc(N)cc1,val,1
COc1ccc(C[C@@H](C)N)cc1,val,1
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,val,1
C=CCc1ccc(O)c(OC)c1,val,1
C=CCc1ccc(OC)c(OC)c1,val,1
Cc1ccc(O)cc1,val,1
NCCc1ccc(O)cc1,val,1
Clc1ccc(Cl)c(Cl)c1,val,1
COc1ccc([N+](=O)[O-])cc1,val,1
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,val,1
CC(C)/N=C(N)/N=C(\N)NOCCCOc1ccc(OC(F)(F)F)cc1Cl,val,1
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,val,1
CC(C)/N=C(N)/N=C(\N)NOCCCOc1cc(Cl)c(Cl)cc1Cl,val,1
NCCc1ccc(O)c(O)c1,val,1
CN[C@@H](C)[C@@H](O)c1ccccc1,val,1
NC[C@H](O)c1ccc(O)cc1,val,1
COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,val,1
C[C@@](N)(Cc1ccc(O)c(O)c1)C(=O)O,val,1
Cc1cccc(C)c1OC[C@H](C)N,val,1
C[C@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,val,1
CC(=O)Nc1ccccc1,val,0
C[C@@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,val,0
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,val,0
NC(=O)OCC(COC(N)=O)c1ccccc1,val,0
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,val,0
CCN(CC)CC(=O)Nc1c(C)cccc1C,val,1
Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,val,1
Nc1ccc(S(N)(=O)=O)cc1,val,0
C=CCc1ccccc1OC[C@@H](O)CNC(C)C,val,1
CCN(CC)C(=O)c1cccc(C)c1,val,1
Cc1cc(O)cc(C)c1Cl,val,1
CCN[C@@H](C)Cc1ccccc1,val,1
CC(C)NC[C@@H](O)COc1ccc(COCCOC(C)C)cc1,val,1
CCCC(=O)Nc1ccc(OC[C@@H](O)CNC(C)C)c(C(C)=O)c1,val,0
CC(=O)Oc1ccccc1C(=O)O,val,0
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,val,0
CCCCC/N=C(\N)N/N=C\c1c[nH]c2ccc(CO)cc12,val,1
COc1ccc2[nH]cc(CCN)c2c1,val,1
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,val,1
CCCCCNC(=N)NN=Cc1c[nH]c2ccc(CO)cc12,val,1
CCN[C@@H](C)Cc1ccc2c(c1)OCO2,val,1
CC[C@@H](Cc1ccc2c(c1)OCO2)NC,val,1
CN[C@H](C)Cc1ccc2c(c1)OCO2,val,1
C=CCc1ccc2c(c1)OCO2,val,1
C[C@@H](N)Cc1ccc2c(c1)OCO2,val,1
CC[C@H](N)Cc1ccc2c(c1)OCO2,val,1
CC(C)NC[C@@H](O)COc1cccc2ccccc12,val,1
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,val,0
