smiles,malaria,group
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2F)Oc2cc(-c3ccccc3)ccc2S1(=O)=O,1,test
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(-c3ccccc3)cc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1F,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(-c3ccccc3)cc2O[C@@H]1CN(C)S(=O)(=O)c1ccccc1F,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(-c3ccccc3)cc2O[C@@H]1CN(C)S(=O)(=O)c1ccccc1F,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(-c3ccccc3)cc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1F,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(-c3ccncc3)cc2O[C@H]1CN(C)Cc1ccc(Oc2ccccc2)cc1,0,test
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(-c3ccncc3)cc2O[C@H]1CN(C)Cc1ccc(Oc2ccccc2)cc1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc2cc(-c3ccncc3)ccc2S1(=O)=O,1,val
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(-c3ccncc3)cc2O[C@@H]1CN(C)Cc1ccc(Oc2ccccc2)cc1,1,test
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(-c3ccncc3)cc2O[C@@H]1CN(C)Cc1ccc(Oc2ccccc2)cc1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(-c3ccncc3)cc2O[C@@H]1CN(C)Cc1ccc(Oc2ccccc2)cc1,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(-c3ccncc3)cc2O[C@H]1CN(C)Cc1ccc(Oc2ccccc2)cc1,1,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Oc3ccccc3)cc2)Oc2cc(-c3ccncc3)ccc2S1(=O)=O,1,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC(C)(C)O)cc2O[C@@H]1CN(C)Cc1ccc(-c2ccccc2)cc1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(-c3ccccc3)cc2)Oc2cc(C#CC(C)(C)O)ccc2S1(=O)=O,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC(C)(C)O)cc2O[C@H]1CN(C)Cc1ccc(-c2ccccc2)cc1,1,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC(C)(C)O)cc2O[C@H]1CN(C)Cc1ccc(-c2ccccc2)cc1,0,val
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC(C)(C)O)cc2O[C@@H]1CN(C)Cc1ccc(-c2ccccc2)cc1,0,val
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(-c3ccccc3)cc2)Oc2cc(C#CC(C)(C)O)ccc2S1(=O)=O,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC(C)(C)O)cc2O[C@H]1CN(C)Cc1ccc(-c2ccccc2)cc1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC(C)(C)O)cc2O[C@@H]1CN(C)Cc1ccc(-c2ccccc2)cc1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3(O)CCCC3)cc2O[C@@H]1CN(C)C(=O)c1ccccc1,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3(O)CCCC3)cc2O[C@@H]1CN(C)C(=O)c1ccccc1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccccc2)Oc2cc(C#CC3(O)CCCC3)ccc2S1(=O)=O,1,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3(O)CCCC3)cc2O[C@H]1CN(C)C(=O)c1ccccc1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccccc2)Oc2cc(C#CC3(O)CCCC3)ccc2S1(=O)=O,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3(O)CCCC3)cc2O[C@@H]1CN(C)C(=O)c1ccccc1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3(O)CCCC3)cc2O[C@H]1CN(C)C(=O)c1ccccc1,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3(O)CCCC3)cc2O[C@H]1CN(C)C(=O)c1ccccc1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2ccncc2)Oc2cc(C#CC3CCCC3)ccc2S1(=O)=O,1,test
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@@H]1CN(C)C(=O)Cc1ccncc1,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@H]1CN(C)C(=O)Cc1ccncc1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Cc2ccncc2)Oc2cc(C#CC3CCCC3)ccc2S1(=O)=O,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@@H]1CN(C)C(=O)Cc1ccncc1,0,val
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@H]1CN(C)C(=O)Cc1ccncc1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@H]1CN(C)C(=O)Cc1ccncc1,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@@H]1CN(C)C(=O)Cc1ccncc1,1,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@@H]1CN(C)C(=O)c1cccc(F)c1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2cccc(F)c2)Oc2cc(C#CC3CCCC3)ccc2S1(=O)=O,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@H]1CN(C)C(=O)c1cccc(F)c1,1,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@H]1CN(C)C(=O)c1cccc(F)c1,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@@H]1CN(C)C(=O)c1cccc(F)c1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@H]1CN(C)C(=O)c1cccc(F)c1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@@H]1CN(C)C(=O)c1cccc(F)c1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@H]1CN(C)Cc1cccnc1,0,test
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@@H]1CN(C)Cc1cccnc1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2cccnc2)Oc2cc(C#CC3CCCC3)ccc2S1(=O)=O,0,test
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccnc2)Oc2cc(C#CC3CCCC3)ccc2S1(=O)=O,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@@H]1CN(C)Cc1cccnc1,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@@H]1CN(C)Cc1cccnc1,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@H]1CN(C)Cc1cccnc1,0,test
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCC3)cc2O[C@H]1CN(C)Cc1cccnc1,1,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCCC3)cc2O[C@H]1CN(C)C,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCCC3)cc2O[C@@H]1CN(C)C,0,training
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C)Oc2cc(C#CC3CCCCC3)ccc2S1(=O)=O,0,val
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCCC3)cc2O[C@H]1CN(C)C,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCCC3)cc2O[C@H]1CN(C)C,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCCC3)cc2O[C@@H]1CN(C)C,0,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C)Oc2cc(C#CC3CCCCC3)ccc2S1(=O)=O,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCCC3)cc2O[C@@H]1CN(C)C,1,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCCC3)cc2O[C@@H]1CN(C)C(=O)Cc1ccncc1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Cc2ccncc2)Oc2cc(C#CC3CCCCC3)ccc2S1(=O)=O,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCCC3)cc2O[C@@H]1CN(C)C(=O)Cc1ccncc1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2ccncc2)Oc2cc(C#CC3CCCCC3)ccc2S1(=O)=O,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCCC3)cc2O[C@@H]1CN(C)C(=O)Cc1ccncc1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCCC3)cc2O[C@H]1CN(C)C(=O)Cc1ccncc1,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCCC3)cc2O[C@H]1CN(C)C(=O)Cc1ccncc1,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CC3CCCCC3)cc2O[C@H]1CN(C)C(=O)Cc1ccncc1,1,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CCN(C)C)cc2O[C@H]1CN(C)CC1CCCC1,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#CCN(C)C)cc2O[C@@H]1CN(C)CC1CCCC1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CCCC2)Oc2cc(C#CCN(C)C)ccc2S1(=O)=O,1,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@@H]1CN(C)C(=O)C1CC1,1,training
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)C2CC2)Oc2cc(C#Cc3ccccc3)ccc2S1(=O)=O,1,test
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@H]1CN(C)C(=O)C1CC1,1,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@H]1CN(C)C(=O)C1CC1,1,val
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@@H]1CN(C)C(=O)C1CC1,1,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@H]1CN(C)C(=O)C1CC1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)C2CC2)Oc2cc(C#Cc3ccccc3)ccc2S1(=O)=O,1,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@@H]1CN(C)C(=O)C1CC1,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@@H]1CN(C)C(=O)CN(C)C,1,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@H]1CN(C)C(=O)CN(C)C,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@@H]1CN(C)C(=O)CN(C)C,0,training
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)CN(C)C)Oc2cc(C#Cc3ccccc3)ccc2S1(=O)=O,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@@H]1CN(C)C(=O)CN(C)C,0,val
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@H]1CN(C)C(=O)CN(C)C,0,test
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CN(C)C)Oc2cc(C#Cc3ccccc3)ccc2S1(=O)=O,0,val
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@@H]1CN(C)C(=O)Cc1ccccn1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2ccccn2)Oc2cc(C#Cc3ccccc3)ccc2S1(=O)=O,1,test
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@@H]1CN(C)C(=O)Cc1ccccn1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@H]1CN(C)C(=O)Cc1ccccn1,1,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@@H]1CN(C)C(=O)Cc1ccccn1,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@H]1CN(C)C(=O)Cc1ccccn1,1,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@@H]1CN(C)CC1CC1,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@H]1CN(C)CC1CC1,0,val
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)Oc2cc(C#Cc3ccccc3)ccc2S1(=O)=O,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@H]1CN(C)CC1CC1,1,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@@H]1CN(C)S(=O)(=O)c1cn(C)cn1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@H]1CN(C)S(=O)(=O)c1cn(C)cn1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@@H]1CN(C)S(=O)(=O)c1cn(C)cn1,1,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@@H]1CN(C)S(=O)(=O)c1cn(C)cn1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2cn(C)cn2)Oc2cc(C#Cc3ccccc3)ccc2S1(=O)=O,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@H]1CN(C)S(=O)(=O)c1cn(C)cn1,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3)cc2O[C@H]1CN(C)S(=O)(=O)c1cn(C)cn1,1,test
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2cn(C)cn2)Oc2cc(C#Cc3ccccc3)ccc2S1(=O)=O,0,training
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Cc2cccnc2)Oc2cc(C#Cc3ccccc3F)ccc2S1(=O)=O,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2O[C@H]1CN(C)C(=O)Cc1cccnc1,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2O[C@@H]1CN(C)C(=O)Cc1cccnc1,1,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2cccnc2)Oc2cc(C#Cc3ccccc3F)ccc2S1(=O)=O,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2O[C@H]1CN(C)C(=O)Cc1cccnc1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2O[C@@H]1CN(C)C(=O)Cc1cccnc1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2O[C@H]1CN(C)C(=O)Cc1cccnc1,1,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2O[C@@H]1CN(C)C(=O)Cc1cccnc1,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2O[C@H]1CN(C)C(=O)c1ccc2c(c1)OCO2,1,test
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2O[C@H]1CN(C)C(=O)c1ccc2c(c1)OCO2,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2O[C@@H]1CN(C)C(=O)c1ccc2c(c1)OCO2,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2O[C@H]1CN(C)C(=O)c1ccc2c(c1)OCO2,1,test
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccc3c(c2)OCO3)Oc2cc(C#Cc3ccccc3F)ccc2S1(=O)=O,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2O[C@H]1CN(C)C(=O)c1ccc2c(c1)OCO2,0,test
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2O[C@@H]1CN(C)C(=O)c1ccc2c(c1)OCO2,0,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc3c(c2)OCO3)Oc2cc(C#Cc3ccccc3F)ccc2S1(=O)=O,1,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccccc3F)cc2O[C@@H]1CN(C)C(=O)c1ccc2c(c1)OCO2,1,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O[C@@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,1,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O[C@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,1,test
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O[C@@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O[C@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,1,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(F)cc2)Oc2cc(C#Cc3ccncc3)ccc2S1(=O)=O,1,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O[C@@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,1,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O[C@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,1,test
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(F)cc2)Oc2cc(C#Cc3ccncc3)ccc2S1(=O)=O,1,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O[C@@H]1CN(C)S(=O)(=O)c1ccccc1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O[C@@H]1CN(C)S(=O)(=O)c1ccccc1,1,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)Oc2cc(C#Cc3ccncc3)ccc2S1(=O)=O,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O[C@@H]1CN(C)S(=O)(=O)c1ccccc1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccccc2)Oc2cc(C#Cc3ccncc3)ccc2S1(=O)=O,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C#Cc3ccncc3)cc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1,0,test
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C3=CCCCC3)cc2O[C@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C3=CCCCC3)cc2O[C@@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,0,val
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C3=CCCCC3)cc2O[C@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,1,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(C3=CCCCC3)cc2O[C@@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(F)cc2)Oc2cc(C3=CCCCC3)ccc2S1(=O)=O,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C3=CCCCC3)cc2O[C@@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(C3=CCCCC3)cc2O[C@H]1CN(C)S(=O)(=O)c1ccc(F)cc1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(F)cc2)Oc2cc(C3=CCCCC3)ccc2S1(=O)=O,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@@H]1CN(C)C(=O)C1CC1,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@@H]1CN(C)C(=O)C1CC1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@H]1CN(C)C(=O)C1CC1,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@H]1CN(C)C(=O)C1CC1,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@H]1CN(C)C(=O)C1CC1,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@@H]1CN(C)C(=O)C1CC1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)C2CC2)Oc2cc(/C=C/c3ccccc3)ccc2S1(=O)=O,0,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)C2CC2)Oc2cc(/C=C/c3ccccc3)ccc2S1(=O)=O,1,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@H]1CN(C)C(=O)Nc1cc(F)ccc1F,1,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@@H]1CN(C)C(=O)Nc1cc(F)ccc1F,0,test
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@@H]1CN(C)C(=O)Nc1cc(F)ccc1F,0,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2cc(F)ccc2F)Oc2cc(/C=C/c3ccccc3)ccc2S1(=O)=O,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@@H]1CN(C)C(=O)Nc1cc(F)ccc1F,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@H]1CN(C)C(=O)Nc1cc(F)ccc1F,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@H]1CN(C)C(=O)Nc1cc(F)ccc1F,1,training
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2cc(F)ccc2F)Oc2cc(/C=C/c3ccccc3)ccc2S1(=O)=O,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@H]1CN(C)C(=O)Nc1ccc(F)cc1,0,training
C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(F)cc2)Oc2cc(/C=C/c3ccccc3)ccc2S1(=O)=O,1,training
C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2ccc(F)cc2)Oc2cc(/C=C/c3ccccc3)ccc2S1(=O)=O,0,training
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@H]1CN(C)C(=O)Nc1ccc(F)cc1,1,val
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@H]1CN(C)C(=O)Nc1ccc(F)cc1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@@H]1CN(C)C(=O)Nc1ccc(F)cc1,0,test
C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@@H]1CN(C)C(=O)Nc1ccc(F)cc1,0,training
C[C@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@@H]1CN(C)C(=O)Nc1ccc(F)cc1,0,training
C[C@H]1CN([C@@H](C)CO)S(=O)(=O)c2ccc(/C=C/c3ccccc3)cc2O[C@H]1CN(C)C(=O)c1ccc2c(c1)OCO2,0,training
